CityTrack17Data_Begin			
	Name	Gateway BossBattle	
	CreateTile	CityAssets	[#type: "CityDoubleEntrance", #aipath: ["CityDoubleEntrance"], #direction: "NorthSouth", #position: vector(-430.0,-830.0,20.0018), #OilDrumExplosive_Object: [[vector (-417.442,-777.623,20.3018), [0.00,0.00,0.00,1.00] ], [vector (-441.418,-798.743,20.3018), [0.00,0.00,0.00,1.00] ], [vector (-423.412,-788.321,20.0018), [0.00,0.00,0.00,1.00] ], [vector (-439.912,-820.664,20.0018), [0.00,0.00,0.00,1.00] ], [vector (-441.933,-817.888,20.3018), [0.00,0.00,0.00,1.00] ], [vector (-432.777,-819.534,20.0018), [0.00,0.00,0.00,1.00] ], [vector (-439.526,-841.302,20.0018), [0.00,0.00,0.00,1.00] ], [vector (-421.821,-792.9,20.0018), [0.00,0.00,0.00,1.00] ], [vector (-435.178,-736.575,20.0018), [0.00,0.00,0.00,1.00] ]], #StopSign_Object: [[vector (-424.085,-727.7,20.0018), [0.00,1.00,0.00,-0.00] ], [vector (-430.783,-747.081,20.0018), [0.00,0.99,0.00,-0.13] ], [vector (-430.667,-770.599,20.0018), [0.00,1.00,0.00,-0.00] ], [vector (-423.138,-794.096,20.0018), [0.00,0.97,0.00,0.26] ], [vector (-437.898,-821.903,20.0018), [0.00,1.00,0.00,-0.00] ], [vector (-436.618,-738.215,20.0018), [0.00,0.86,0.00,0.51] ]], #DirectionArrows_Object: [[vector (-417.273,-761.782,20.3018), [0.00,-0.71,0.00,0.71] ], [vector (-442.091,-761.766,20.3018), [0.00,-0.71,0.00,0.71] ]], #ArrowsRight_Object: [[vector (-418.972,-721.583,20.3018), [0.00,-0.71,0.00,0.70] ]]]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 1, #type: "CityGrassCurves", #aipath: ["CityGrassCurves"], #direction: "NorthSouth", #position: vector(0.0,-250.0,9.99999)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 7, #type: "CityGrassCurves", #aipath: ["CityGrassCurves"], #direction: "NorthSouth", #position: vector(0.0,-250.0,9.99999)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 8, #type: "CityGrassEntrance", #aipath: ["CityGrassEntrance"], #direction: "NorthSouth", #position: vector(-500.0,1500.0,-19.9999)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 6, #type: "CityCurve1", #aipath: ["CityCurve1"], #direction: "NorthSouth", #position: vector(250.0,1250.0,-19.9998)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 7, #type: "CityCurve1", #aipath: ["CityCurve1"], #direction: "NorthSouth", #position: vector(250.0,1250.0,-19.9998)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 12, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-559.963,920.0,-20.2994)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 14, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-559.963,920.0,-20.2994)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 14, #type: "CityCurve3", #aipath: ["CityCurve3"], #direction: "NorthSouth", #position: vector(-790.038,-79.9998,-19.6995)]
	CreateTile	CityAssets	[#deco: TRUE, #parent: 18, #type: "CityNothing", #aipath: ["CityNothing"], #direction: "NorthSouth", #position: vector(-559.963,920.0,-20.2994)]
CityTrack17Build_End			
